username,event_timestamp,event_name,platform,status,ip_address,description,direct_privileges,effective_privileges,inheritance_chain,analyst_context,confidence_level
svc-guy-test,2026-06-04 01:22:25,API Access Event,AWS IAM,Success,10.89.234.250,Access to resource: s3://socgen-prod-data/customer/.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-produce-prod,2026-06-04 01:18:21,API Access Event,AWS IAM,Success,10.59.131.225,Access to resource: ec2:i-0a1b2c3d4e5f.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-staff-test,2026-06-04 01:10:25,Console Login,Okta,Warning,212.10.123.72,Standard authentication flow verified.,None,None,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
timothy.perez,2026-06-04 01:09:28,Privilege Escalation,Active Directory,Warning,10.151.134.139,Added to group or role: GG-Enterprise-Admins.,"GG-HR-Staff, GG-HRIS-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-HR-Staff, GG-HRIS-Access, GG-Domain-Admins -> GG-HR-Staff -> GG-Domain-Admins",Unapproved privilege elevation in directory logs.,Medium
svc-staff-test,2026-06-04 01:08:25,Console Login,AWS IAM,Warning,131.125.90.177,Standard authentication flow verified.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-staff-test,2026-06-04 01:06:25,Console Login,Active Directory,Warning,40.25.239.107,Standard authentication flow verified.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
derrick.anderson,2026-06-03 15:40:19,Console Login,Okta,Success,10.123.129.169,Standard authentication flow verified.,"SharePoint, Slack, DocuSign, Relativity",Slack,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
jennifer.kirby,2026-06-03 14:02:59,Console Login,Okta,Success,10.38.143.231,Access to resource: ec2:i-0a1b2c3d4e5f.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",Okta Admin Console,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
thomas.smith,2026-06-03 11:35:08,Console Login,Active Directory,Success,10.147.224.226,Access to resource: s3://socgen-finance-reports/.,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS",GG-Finance-Staff,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS -> GG-Finance-Staff -> GG-Finance-Staff",No anomalies detected. Access parameters match baseline profile.,Low
cindy.carr,2026-06-03 09:54:04,Console Login,Active Directory,Success,10.231.88.231,Standard authentication flow verified.,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy -> GG-Legal-Staff -> GG-Legal-Staff",No anomalies detected. Access parameters match baseline profile.,Low
svc-always-prod,2026-06-03 03:57:34,API Access Event,AWS IAM,Success,10.241.76.94,Access to resource: iam:CreateUser.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
svc-part-dev,2026-06-03 03:33:23,API Access Event,AWS IAM,Success,10.54.23.230,Access to resource: s3://socgen-finance-reports/.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
anthony.carter,2026-06-03 02:25:32,Privilege Escalation,Active Directory,Warning,10.172.80.137,Added to group or role: arn:aws:iam::aws:policy/IAMFullAccess.,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access -> GG-Sales-Staff -> GG-Sales-Staff",Unapproved privilege elevation in directory logs.,Medium
mr..md,2026-06-03 02:24:49,Console Login,Okta,Warning,221.70.153.10,Standard authentication flow verified.,"Workday, Slack, ServiceNow, BambooHR",Workday,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
mr..md,2026-06-03 02:22:49,Console Login,AWS IAM,Warning,114.113.227.238,Standard authentication flow verified.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
mark.davenport,2026-06-03 02:10:52,Console Login,Okta,Warning,216.182.61.164,Standard authentication flow verified.,"SharePoint, Slack, DocuSign, Relativity",Slack,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
mark.davenport,2026-06-03 02:08:52,Console Login,AWS IAM,Warning,147.118.58.225,Standard authentication flow verified.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
mark.davenport,2026-06-03 02:06:52,Console Login,Active Directory,Warning,185.60.76.71,Standard authentication flow verified.,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy -> GG-Legal-Staff -> GG-Legal-Staff",No anomalies detected. Access parameters match baseline profile.,Medium
svc-me-dev,2026-06-03 01:17:14,API Access Event,AWS IAM,Alert,141.128.190.43,Static API credentials used from source IP: 141.128.190.43 without standard MFA check.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,API credentials used from unverified source IP.,High
svc-international-dev,2026-06-03 01:00:41,API Access Event,AWS IAM,Success,10.32.23.180,Access to resource: s3://socgen-prod-data/customer/.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
kenneth.larsen,2026-06-03 00:00:00,Console Login,AWS IAM,Alert,10.126.20.159,Lingering session activity detected in cloud platform after HR termination date.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
svc-might-test,2026-06-02 23:36:42,API Access Event,AWS IAM,Success,10.213.146.225,Access to resource: iam:CreateUser.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-similar-prod,2026-06-02 23:30:49,API Access Event,AWS IAM,Success,10.124.173.247,Access to resource: iam:CreateUser.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-nice-dev,2026-06-02 23:23:39,API Access Event,AWS IAM,Success,10.141.203.194,Access to resource: s3://socgen-finance-reports/.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
william.carr,2026-06-02 11:13:27,Console Login,Active Directory,Success,10.164.238.114,Access to resource: s3://socgen-finance-reports/.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
natasha.wells,2026-06-02 11:01:02,Console Login,Active Directory,Success,10.125.243.157,Standard authentication flow verified.,"GG-HR-Staff, GG-HRIS-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-HR-Staff, GG-HRIS-Access, GG-Domain-Admins -> GG-HR-Staff -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Low
james.padilla,2026-06-02 09:47:40,Console Login,Okta,Success,10.15.46.192,Standard authentication flow verified.,"SharePoint, Slack, DocuSign, Relativity",Slack,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
john.jones,2026-06-02 09:22:19,Console Login,Active Directory,Success,10.175.233.201,Standard authentication flow verified.,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy -> GG-Legal-Staff -> GG-Legal-Staff",No anomalies detected. Access parameters match baseline profile.,Low
svc-sometimes-prod,2026-06-02 03:51:47,API Access Event,AWS IAM,Success,10.50.217.35,Access to resource: ec2:i-0a1b2c3d4e5f.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
laura.mckinney,2026-06-02 03:31:50,Console Login,Okta,Warning,215.172.249.189,Standard authentication flow verified.,"GitHub Enterprise, AWS SSO, Jira, Slack, Confluence",GitHub Enterprise,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
laura.mckinney,2026-06-02 03:29:50,Console Login,AWS IAM,Warning,48.239.246.76,Standard authentication flow verified.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
laura.mckinney,2026-06-02 03:27:50,Console Login,Active Directory,Warning,199.50.206.190,Standard authentication flow verified.,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access -> GG-Dev-Staff -> GG-Dev-Staff",No anomalies detected. Access parameters match baseline profile.,Medium
svc-hour-test,2026-06-02 02:10:41,API Access Event,AWS IAM,Success,10.210.11.63,Access to resource: s3://socgen-prod-data/customer/.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
patrick.allen,2026-06-02 01:52:19,Console Login,Okta,Warning,164.111.222.6,Standard authentication flow verified.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",Okta Admin Console,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
patrick.allen,2026-06-02 01:50:19,Console Login,AWS IAM,Warning,192.249.155.226,Standard authentication flow verified.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
patrick.allen,2026-06-02 01:48:19,Console Login,Active Directory,Warning,213.23.210.81,Standard authentication flow verified.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
svc-address-prod,2026-06-01 23:30:55,API Access Event,AWS IAM,Success,10.246.87.57,Access to resource: iam:CreateUser.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
kristen.willis,2026-06-01 17:56:26,Console Login,Okta,Success,10.50.250.158,Standard authentication flow verified.,"SharePoint, Slack, DocuSign, Relativity",Slack,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
shawn.arroyo,2026-06-01 17:53:40,Console Login,Active Directory,Success,10.101.78.96,Access to resource: lambda:socgen-etl-function.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
terry.hill,2026-06-01 17:11:31,API Access Event,AWS IAM,Success,10.19.46.15,Access to resource: iam:CreateUser.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
alyssa.cochran,2026-06-01 13:46:44,Console Login,Active Directory,Success,10.150.65.46,Access to resource: rds:socgen-prod-db.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
catherine.burch,2026-06-01 13:29:04,Console Login,Okta,Success,10.30.80.113,Access to resource: s3://socgen-prod-data/customer/.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",Okta Admin Console,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
brittany.murphy,2026-06-01 13:17:12,Console Login,Okta,Success,10.57.16.208,Standard authentication flow verified.,"Workday, Slack, ServiceNow, BambooHR",Workday,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
patrick.allen,2026-06-01 12:37:46,Console Login,AWS IAM,Success,10.5.133.168,Access to resource: GPO:Admin Workstation Policy.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
carol.kim,2026-06-01 12:11:13,Console Login,Active Directory,Success,10.174.248.50,Access to resource: \\corp\Legal\Contracts.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk",GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins (Inherited)",No anomalies detected. Access parameters match baseline profile.,Low
svc-sometimes-prod,2026-06-01 04:46:09,API Access Event,AWS IAM,Alert,210.57.203.186,Static API credentials used from source IP: 210.57.203.186 without standard MFA check.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,API credentials used from unverified source IP.,High
svc-affect-prod,2026-06-01 04:09:28,API Access Event,AWS IAM,Alert,85.138.195.222,Static API credentials used from source IP: 85.138.195.222 without standard MFA check.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,API credentials used from unverified source IP.,High
svc-guy-test,2026-06-01 03:55:16,API Access Event,AWS IAM,Success,10.95.134.61,Access to resource: ec2:i-0a1b2c3d4e5f.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-identify-dev,2026-06-01 03:42:19,API Access Event,AWS IAM,Success,10.78.186.207,Access to resource: ec2:i-0a1b2c3d4e5f.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
leonard.holland,2026-06-01 03:26:11,Console Login,AWS IAM,Warning,147.186.129.57,Standard authentication flow verified.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
leonard.holland,2026-06-01 03:24:11,Console Login,Active Directory,Warning,180.189.47.46,Standard authentication flow verified.,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access -> GG-Dev-Staff -> GG-Dev-Staff",No anomalies detected. Access parameters match baseline profile.,Medium
svc-wait-test,2026-06-01 02:42:32,API Access Event,AWS IAM,Success,10.135.85.186,Access to resource: ec2:i-0a1b2c3d4e5f.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
brent.brooks,2026-06-01 02:40:28,Console Login,Okta,Warning,79.80.166.79,Standard authentication flow verified.,"Workday, Slack, ServiceNow, BambooHR",Workday,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
brent.brooks,2026-06-01 02:38:28,Console Login,AWS IAM,Warning,159.5.132.163,Standard authentication flow verified.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
angel.shields,2026-06-01 01:40:31,Console Login,Okta,Warning,189.138.88.147,Standard authentication flow verified.,"SharePoint, Slack, DocuSign, Relativity",Slack,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
angel.shields,2026-06-01 01:38:31,Console Login,AWS IAM,Warning,213.72.184.85,Standard authentication flow verified.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
angel.shields,2026-06-01 01:36:31,Console Login,Active Directory,Warning,194.131.121.13,Standard authentication flow verified.,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy -> GG-Legal-Staff -> GG-Legal-Staff",No anomalies detected. Access parameters match baseline profile.,Medium
omar.ware,2026-06-01 01:19:35,Console Login,Okta,Warning,194.231.26.135,Standard authentication flow verified.,"SAP S4HANA, Workday, Slack, Concur",Workday,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
omar.ware,2026-06-01 01:17:35,Console Login,AWS IAM,Warning,11.60.165.174,Standard authentication flow verified.,"arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess",arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
omar.ware,2026-06-01 01:15:35,Console Login,Active Directory,Warning,83.114.10.135,Standard authentication flow verified.,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS",GG-Finance-Staff,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS -> GG-Finance-Staff -> GG-Finance-Staff",No anomalies detected. Access parameters match baseline profile.,Medium
svc-laugh-test,2026-05-31 23:52:04,API Access Event,AWS IAM,Success,10.78.12.118,Access to resource: ec2:i-0a1b2c3d4e5f.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
william.carr,2026-05-31 13:25:44,Console Login,Okta,Success,10.151.65.50,Access to resource: s3://socgen-prod-data/customer/.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",Okta Admin Console,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
angela.moore,2026-05-31 13:18:47,Console Login,Active Directory,Success,10.251.124.84,Access to resource: s3://socgen-prod-data/customer/.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
nichole.walker,2026-05-31 11:07:00,Console Login,AWS IAM,Success,10.254.220.45,Access to resource: \\corp\IT\Scripts.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
virginia.casey,2026-05-31 10:46:27,Console Login,Okta,Success,10.249.162.45,Standard authentication flow verified.,"Workday, Slack, ServiceNow, BambooHR",Workday,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
allison.perez,2026-05-31 09:15:11,Console Login,Okta,Success,10.38.80.1,Standard authentication flow verified.,"SharePoint, Slack, DocuSign, Relativity",Slack,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
joseph.camacho,2026-05-31 03:35:31,Console Login,Okta,Warning,171.206.82.98,Standard authentication flow verified.,"Jira, Slack",Jira,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
joseph.camacho,2026-05-31 03:33:31,Console Login,AWS IAM,Warning,219.243.15.142,Standard authentication flow verified.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
joseph.camacho,2026-05-31 03:31:31,Console Login,Active Directory,Warning,2.205.250.139,Standard authentication flow verified.,"GG-Contractors, GG-Guest-Access, GG-Domain-Admins",GG-Domain-Admins,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
mark.davenport,2026-05-31 02:51:59,Privilege Escalation,Active Directory,Warning,10.172.215.162,Added to group or role: arn:aws:iam::aws:policy/IAMFullAccess.,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy -> GG-Legal-Staff -> GG-Legal-Staff",Unapproved privilege elevation in directory logs.,Medium
svc-decision-test,2026-05-31 01:20:06,API Access Event,AWS IAM,Success,10.140.134.149,Access to resource: s3://socgen-finance-reports/.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
kimberly.flynn,2026-05-31 01:12:30,Console Login,Okta,Warning,106.24.19.210,Standard authentication flow verified.,"Salesforce, Slack, Zoom, HubSpot",Salesforce,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
kimberly.flynn,2026-05-31 01:10:30,Console Login,AWS IAM,Warning,148.27.150.166,Standard authentication flow verified.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
kimberly.flynn,2026-05-31 01:08:30,Console Login,Active Directory,Warning,186.31.179.167,Standard authentication flow verified.,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access -> GG-Sales-Staff -> GG-Sales-Staff",No anomalies detected. Access parameters match baseline profile.,Medium
carol.kim,2026-05-30 19:52:08,Console Login,Okta,Success,10.47.216.131,Access to resource: GPO:Admin Workstation Policy.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk",CyberArk,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
shelley.fitzgerald,2026-05-30 13:45:30,Console Login,Active Directory,Success,10.51.70.2,Access to resource: ec2:i-0a1b2c3d4e5f.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Low
kirk.griffin,2026-05-30 10:41:05,Console Login,AWS IAM,Success,10.230.189.24,Access to resource: ec2:i-0a1b2c3d4e5f.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
jacob.evans,2026-05-30 09:51:27,Console Login,Okta,Success,10.139.32.68,Access to resource: s3://socgen-finance-reports/.,"GitHub Enterprise, AWS SSO, Jira, Slack, Confluence",GitHub Enterprise,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
carol.kim,2026-05-30 09:05:37,Console Login,Okta,Success,10.72.179.80,Access to resource: iam:AttachUserPolicy.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk",CyberArk,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
svc-laugh-test,2026-05-30 04:08:05,API Access Event,AWS IAM,Alert,197.66.58.235,Static API credentials used from source IP: 197.66.58.235 without standard MFA check.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,API credentials used from unverified source IP.,High
svc-article-prod,2026-05-30 03:22:22,API Access Event,AWS IAM,Alert,209.202.62.97,Static API credentials used from source IP: 209.202.62.97 without standard MFA check.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,API credentials used from unverified source IP.,High
svc-stock-test,2026-05-30 03:16:09,API Access Event,AWS IAM,Success,10.31.151.53,Access to resource: s3://socgen-prod-data/customer/.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
svc-energy-dev,2026-05-30 02:44:14,API Access Event,AWS IAM,Success,10.161.211.245,Access to resource: ec2:i-0a1b2c3d4e5f.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
svc-source-dev,2026-05-30 02:23:09,API Access Event,AWS IAM,Alert,70.48.153.229,Static API credentials used from source IP: 70.48.153.229 without standard MFA check.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,API credentials used from unverified source IP.,High
svc-leader-test,2026-05-30 01:56:38,Console Login,Okta,Warning,123.137.175.145,Standard authentication flow verified.,None,None,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-leader-test,2026-05-30 01:54:38,Console Login,AWS IAM,Warning,193.20.153.62,Standard authentication flow verified.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
